3.042864,-0.388864,100,1,9,2,3,86
1.458308,-0.205962,100,1,9,3,4,91
0.900171,-0.19477,100,1,9,4,5,96
2.921031,0.737228,100,1,9,5,6,101
1.412461,-1.237698,100,1,9,6,7,106
1.79037,-1.128437,100,1,9,7,8,111
1.43553,2.691637,100,1,9,10,11,116
1.010976,2.497532,100,1,9,11,12,121
0.885548,2.433637,100,1,9,12,13,126
2.729913,1.420164,100,1,9,13,14,131
1.713807,-3.062073,100,1,9,14,15,136
2.907214,-3.126091,100,1,9,15,16,141
2.511691,-0.322603,100,2,10,3,4,146
1.248424,-0.249901,100,2,10,4,5,151
2.969109,0.669512,100,2,10,5,6,156
1.398022,-1.240541,100,2,10,6,7,161
1.518787,-1.342519,100,2,10,7,8,166
1.602558,-0.544554,100,2,10,8,9,171
1.495754,2.58244,100,2,10,11,12,176
0.892684,2.466565,100,2,10,12,13,181
2.694989,1.348994,100,2,10,13,14,186
1.372277,-2.887507,100,2,10,14,15,191
1.935082,-2.854517,100,2,10,15,16,196
2.985789,2.850945,100,2,10,16,1,201
3.211513,2.247714,100,3,11,1,2,206
1.768432,-0.26772,100,3,11,4,5,211
3.088767,0.619817,100,3,11,5,6,216
1.389259,-1.219136,100,3,11,6,7,221
1.435366,-1.414463,100,3,11,7,8,226
1.148861,-0.609982,100,3,11,8,9,231
2.313412,0.111355,100,3,11,9,10,236
1.364939,2.549436,100,3,11,12,13,241
2.670239,1.364779,100,3,11,13,14,246
1.189566,-2.759949,100,3,11,14,15,251
1.644861,-2.613302,100,3,11,15,16,0
1.721113,2.89575,100,3,11,16,1,5
2.262712,2.069394,100,4,12,1,2,10
1.59959,2.724583,100,4,12,2,3,15
3.44423,0.463092,100,4,12,5,6,20
1.484251,-1.137026,100,4,12,6,7,25
1.435223,-1.414085,100,4,12,7,8,30
0.998521,-0.686375,100,4,12,8,9,35
1.821499,0.265375,100,4,12,9,10,40
1.638266,-0.3767,100,4,12,10,11,45
2.849271,1.553395,100,4,12,13,14,50
1.282933,-2.838932,100,4,12,14,15,55
1.575298,-2.540661,100,4,12,15,16,60
1.316963,2.971573,100,4,12,16,1,65
2.042408,2.001787,100,5,13,1,2,70
1.151272,2.645059,100,5,13,2,3,75
1.286596,2.700808,100,5,13,3,4,80
1.876998,-0.939251,100,5,13,6,7,85
1.490744,-1.349538,100,5,13,7,8,90
0.957266,-0.609168,100,5,13,8,9,95
1.708767,0.315564,100,5,13,9,10,100
0.959943,-0.268457,100,5,13,10,11,105
1.816295,-0.287262,100,5,13,11,12,110
1.734714,-3.012304,100,5,13,14,15,115
1.593903,-2.577817,100,5,13,15,16,120
1.198694,2.996228,100,5,13,16,1,125
2.042441,2.002252,100,6,14,1,2,130
1.099215,2.60712,100,6,14,2,3,135
0.739781,2.610329,100,6,14,3,4,140
1.111507,2.723485,100,6,14,4,5,145
1.841492,-1.095854,100,6,14,7,8,150
1.105834,-0.595604,100,6,14,8,9,155
1.723267,0.318873,100,6,14,9,10,160
0.799463,-0.278607,100,6,14,10,11,165
1.248276,-0.247996,100,6,14,11,12,170
1.750502,-0.405046,100,6,14,12,13,175
1.953227,-2.808204,100,6,14,15,16,180
1.28441,2.996736,100,6,14,16,1,185
2.387238,2.065341,100,7,15,1,2,190
1.248289,2.609991,100,7,15,2,3,195
0.642152,2.547469,100,7,15,3,4,200
0.624246,2.610853,100,7,15,4,5,205
2.737847,1.544109,100,7,15,5,6,210
1.574301,-0.535314,100,7,15,8,9,215
1.835761,0.269557,100,7,15,9,10,220
0.842086,-0.27274,100,7,15,10,11,225
1.106888,-0.231988,100,7,15,11,12,230
