1.235472,-0.300848,100,7,15,12,13,235
3.325364,0.458201,100,7,15,13,14,240
1.76008,2.924039,100,7,15,16,1,245
3.393428,2.247652,100,8,16,1,2,250
1.695666,2.615489,100,8,16,2,3,255
0.765964,2.533539,100,8,16,3,4,4
0.569029,2.652753,100,8,16,4,5,9
2.609361,1.34887,100,8,16,5,6,14
1.834931,-2.971788,100,8,16,6,7,19
2.358634,0.131705,100,8,16,9,10,24
0.993206,-0.273993,100,8,16,10,11,29
1.11664,-0.221014,100,8,16,11,12,34
1.09027,-0.271976,100,8,16,12,13,39
3.020279,0.571374,100,8,16,13,14,44
2.241431,-0.902876,100,8,16,14,15,49
2.924596,2.684777,100,9,1,2,3,54
1.2482,2.610451,100,9,1,3,4,59
0.708676,2.560666,100,9,1,4,5,64
2.620462,1.345172,100,9,1,5,6,69
1.455638,-2.796143,100,9,1,6,7,74
2.101567,-2.815559,100,9,1,7,8,79
1.562615,-0.309371,100,9,1,10,11,84
1.201833,-0.215471,100,9,1,11,12,89
1.078044,-0.263544,100,9,1,12,13,94
2.906927,0.620922,100,9,1,13,14,99
1.832516,-1.062288,100,9,1,14,15,104
2.848292,-0.88719,100,9,1,15,16,109
2.30577,2.617135,100,10,2,3,4,114
1.071424,2.619222,100,10,2,4,5,119
2.697779,1.411477,100,10,2,5,6,124
1.451566,-2.785754,100,10,2,6,7,129
1.712616,-2.642193,100,10,2,7,8,134
1.589362,3.078604,100,10,2,8,9,139
1.721134,-0.243508,100,10,2,11,12,144
1.106894,-0.231227,100,10,2,12,13,149
2.833395,0.684864,100,10,2,13,14,154
1.455717,-1.224853,100,10,2,14,15,159
1.86529,-1.158523,100,10,2,15,16,164
3.033472,-0.534591,100,10,2,16,1,169
3.424823,-0.137153,100,11,3,1,2,174
1.611339,2.659259,100,11,3,4,5,179
2.74194,1.466715,100,11,3,5,6,184
1.455428,-2.795586,100,11,3,6,7,189
1.644556,-2.610783,100,11,3,7,8,194
1.16712,-3.091215,100,11,3,8,9,199
2.033477,2.025752,100,11,3,9,10,204
1.553515,-0.267785,100,11,3,12,13,209
2.847416,0.679611,100,11,3,13,14,214
1.318117,-1.305515,100,11,3,14,15,219
1.414821,-1.38303,100,11,3,15,16,224
1.78049,-0.617798,100,11,3,16,1,229
2.494699,0.02059,100,12,4,1,2,234
1.760118,-0.376433,100,12,4,2,3,239
3.021189,1.671261,100,12,4,5,6,244
1.551602,-2.858543,100,12,4,6,7,249
1.644454,-2.610376,100,12,4,7,8,254
1.007488,-3.070833,100,12,4,8,9,3
1.637867,1.75366,100,12,4,9,10,8
1.404351,2.744073,100,12,4,10,11,13
3.168752,0.527908,100,12,4,13,14,18
1.339947,-1.250499,100,12,4,14,15,23
1.328938,-1.453558,100,12,4,15,16,28
1.409648,-0.667794,100,12,4,16,1,33
2.278787,0.113483,100,13,5,1,2,38
1.328874,-0.4037,100,13,5,2,3,43
1.469236,-0.208444,100,13,5,3,4,48
2.034626,-3.029745,100,13,5,6,7,53
1.714423,-2.650067,100,13,5,7,8,58
0.976041,-3.018342,100,13,5,8,9,63
1.578438,1.646813,100,13,5,9,10,68
0.848158,2.821714,100,13,5,10,11,73
1.568212,2.599173,100,13,5,11,12,78
1.763344,-1.023104,100,13,5,14,15,83
1.367564,-1.41178,100,13,5,15,16,88
1.314311,-0.672165,100,13,5,16,1,93
2.310346,0.091266,100,14,6,1,2,98
1.254177,-0.410556,100,14,6,2,3,103
0.952656,-0.131596,100,14,6,3,4,108
1.310069,-0.223994,100,14,6,4,5,113
2.054643,-2.860283,100,14,6,7,8,118
1.091332,-3.086656,100,14,6,8,9,123
1.578591,1.64737,100,14,6,9,10,128
0.654812,2.801874,100,14,6,10,11,133
1.025119,2.498149,100,14,6,11,12,138
1.554387,2.603569,100,14,6,12,13,143
1.733459,-1.138965,100,14,6,15,16,148
1.393246,-0.630041,100,14,6,16,1,153
2.591339,-0.008919,100,15,7,1,2,158
1.412031,-0.386721,100,15,7,2,3,163
0.867109,-0.12974,100,15,7,3,4,168
0.856149,-0.141669,100,15,7,4,5,173
3.16289,0.548407,100,15,7,5,6,178
1.628989,3.052501,100,15,7,8,9,183
1.672448,1.734927,100,15,7,9,10,188
0.680423,2.778838,100,15,7,10,11,193
0.874143,2.459391,100,15,7,11,12,198
1.014845,2.517613,100,15,7,12,13,203
2.872146,1.647682,100,15,7,13,14,208
1.779107,-0.543211,100,15,7,16,1,213
3.639517,-0.129532,100,16,8,1,2,218
1.817341,-0.403629,100,16,8,2,3,223
0.963782,-0.119707,100,16,8,3,4,228
0.770642,-0.141413,100,16,8,4,5,233
2.912168,0.706947,100,16,8,5,6,238
1.765175,-1.030164,100,16,8,6,7,243
2.039742,2.013439,100,16,8,9,10,248
0.839853,2.807752,100,16,8,10,11,253
0.911378,2.415757,100,16,8,11,12,2
0.910796,2.48447,100,16,8,12,13,7
2.755739,1.488426,100,16,8,13,14,12
2.252513,-3.130409,100,16,8,14,15,17
