3.93067,-0.043247,10,1,9,2,3,149
2.522444,-0.036395,10,1,9,3,4,152
1.945418,-0.045989,10,1,9,4,5,155
2.147704,-0.020986,10,1,9,5,6,158
3.171506,-0.011173,10,1,9,6,7,161
3.844742,-0.083036,10,1,9,7,8,164
3.835624,3.086144,10,1,9,10,11,167
2.461878,3.0989,10,1,9,11,12,170
3.113701,2.934458,10,1,9,12,13,173
2.066701,3.111187,10,1,9,13,14,176
2.153118,3.04055,10,1,9,14,15,179
4.399606,-3.137475,10,1,9,15,16,182
4.050014,-0.035363,10,2,10,3,4,185
2.369328,-0.03463,10,2,10,4,5,188
2.146646,-0.020922,10,2,10,5,6,191
2.775611,0.002497,10,2,10,6,7,194
2.336535,-0.112694,10,2,10,7,8,197
3.595329,-0.055652,10,2,10,8,9,200
4.080101,3.097646,10,2,10,11,12,203
3.592956,2.962822,10,2,10,12,13,206
2.065317,3.11128,10,2,10,13,14,209
1.768911,3.01957,10,2,10,14,15,212
2.930945,-3.113182,10,2,10,15,16,215
4.141041,3.122244,10,2,10,16,1,218
3.825181,3.074222,10,3,11,1,2,221
3.838239,-0.038269,10,3,11,4,5,224
2.617971,-0.018708,10,3,11,5,6,227
2.776284,0.002482,10,3,11,6,7,230
1.94787,-0.123978,10,3,11,7,8,233
2.179651,-0.076831,10,3,11,8,9,236
4.542382,-0.012495,10,3,11,9,10,239
4.978391,3.018566,10,3,11,12,13,242
2.460861,3.098913,10,3,11,13,14,245
1.73017,3.011571,10,3,11,14,15,248
2.526498,-3.109789,10,3,11,15,16,251
2.654066,3.134111,10,3,11,16,1,254
2.229274,3.052276,10,4,12,1,2,1
3.954715,3.11131,10,4,12,2,3,4
4.339355,-0.027938,10,4,12,5,6,7
3.247929,-0.005352,10,4,12,6,7,10
1.952669,-0.134087,10,4,12,7,8,13
1.787803,-0.081204,10,4,12,8,9,16
2.854419,0.008704,10,4,12,9,10,19
3.98506,-0.039147,10,4,12,10,11,22
3.884543,3.09566,10,4,12,13,14,25
2.070549,3.028176,10,4,12,14,15,28
2.502913,-3.111182,10,4,12,15,16,31
2.257428,-3.131564,10,4,12,16,1,34
1.847315,3.034561,10,5,13,1,2,37
2.489792,3.119509,10,5,13,2,3,40
4.220273,3.106576,10,5,13,3,4,43
4.585173,-0.014834,10,5,13,6,7,46
2.282791,-0.101252,10,5,13,7,8,49
1.782477,-0.069954,10,5,13,8,9,52
2.401865,0.022492,10,5,13,9,10,55
2.499913,-0.03831,10,5,13,10,11,58
4.099091,-0.042565,10,5,13,11,12,61
3.556979,3.058691,10,5,13,14,15,64
2.93354,-3.119992,10,5,13,15,16,67
2.267634,3.133665,10,5,13,16,1,70
1.847941,3.034259,10,6,14,1,2,73
2.065083,3.111017,10,6,14,2,3,76
2.500534,3.102927,10,6,14,3,4,79
3.715447,3.094727,10,6,14,4,5,82
3.66401,-0.080286,10,6,14,7,8,85
2.127071,-0.06389,10,6,14,8,9,88
2.382305,0.020472,10,6,14,9,10,91
2.065136,-0.030536,10,6,14,10,11,94
2.520833,-0.036602,10,6,14,11,12,97
5.0811,-0.107245,10,6,14,12,13,100
4.400234,-0.000603,10,6,14,15,16,103
2.652767,3.134004,10,6,14,16,1,106
2.272647,3.057674,10,7,15,1,2,109
2.026298,3.106129,10,7,15,2,3,112
2.026137,3.10618,10,7,15,3,4,115
2.23878,3.111173,10,7,15,4,5,118
3.718829,3.094789,10,7,15,5,6,121
3.598168,-0.055822,10,7,15,8,9,124
2.851039,0.022906,10,7,15,9,10,127
2.087155,-0.028085,10,7,15,10,11,130
2.117589,-0.044791,10,7,15,11,12,133
3.689248,-0.150229,10,7,15,12,13,136
3.971543,-0.040642,10,7,15,13,14,139
4.174104,3.113589,10,7,15,16,1,142
3.829588,3.068935,10,8,16,1,2,145
2.409352,3.111161,10,8,16,2,3,148
2.024559,3.106147,10,8,16,3,4,151
1.812045,3.10004,10,8,16,4,5,154
2.338956,3.085197,10,8,16,5,6,157
3.881441,3.06163,10,8,16,6,7,160
4.535429,-0.008091,10,8,16,9,10,163
2.54059,-0.034346,10,8,16,10,11,166
2.13563,-0.042222,10,8,16,11,12,169
3.285851,-0.169453,10,8,16,12,13,172
2.551175,-0.050168,10,8,16,13,14,175
4.191674,-0.006245,10,8,16,14,15,178
3.929544,3.098249,10,9,1,2,3,181
2.46111,3.098764,10,9,1,3,4,184
1.853167,3.105696,10,9,1,4,5,187
1.975826,3.077817,10,9,1,5,6,190
2.469387,3.029036,10,9,1,6,7,193
4.497749,3.131358,10,9,1,7,8,196
3.939607,-0.031736,10,9,1,10,11,199
2.542126,-0.034454,10,9,1,11,12,202
3.26182,-0.165904,10,9,1,12,13,205
2.157169,-0.039808,10,9,1,13,14,208
2.727207,0.014118,10,9,1,14,15,211
3.624829,-0.101721,10,9,1,15,16,214
3.973477,3.095927,10,10,2,3,4,217
2.287759,3.097892,10,10,2,4,5,220
1.995235,3.080681,10,10,2,5,6,223
2.039814,3.011798,10,10,2,6,7,226
2.947105,-3.14112,10,10,2,7,8,229
3.918182,3.130551,10,10,2,8,9,232
4.16057,-0.038967,10,10,2,11,12,235
3.704977,-0.148099,10,10,2,12,13,238
2.135938,-0.042259,10,10,2,13,14,241
2.34069,0.017247,10,10,2,14,15,244
2.178482,-0.137467,10,10,2,15,16,247
3.697719,-0.07146,10,10,2,16,1,250
4.383877,-0.025791,10,11,3,1,2,253
3.756586,3.097713,10,11,3,4,5,0
2.431266,3.077869,10,11,3,5,6,3
2.079434,3.018571,10,11,3,6,7,6
2.55422,-3.12442,10,11,3,7,8,9
2.517626,0.005805,10,11,3,8,9,12
3.842554,3.058501,10,11,3,9,10,15
