5.089793,-0.085083,10,11,3,12,13,18
2.500491,-0.03843,10,11,3,13,14,21
2.317,0.024323,10,11,3,14,15,24
1.783264,-0.144137,10,11,3,15,16,27
2.198827,-0.074109,10,11,3,16,1,30
2.821599,-0.008787,10,12,4,1,2,33
3.923491,-0.043168,10,12,4,2,3,36
4.146566,3.091776,10,12,4,5,6,39
2.551186,3.03195,10,12,4,6,7,42
2.596018,-3.129036,10,12,4,7,8,45
2.134506,3.139688,10,12,4,8,9,48
2.149115,3.040623,10,12,4,9,10,51
3.883502,3.095636,10,12,4,10,11,54
3.963687,-0.040493,10,12,4,13,14,57
2.681914,0.011146,10,12,4,14,15,60
1.781186,-0.144118,10,12,4,15,16,63
1.793286,-0.0924,10,12,4,16,1,66
2.429848,0.007296,10,13,5,1,2,69
2.458503,-0.042513,10,13,5,2,3,72
4.31011,-0.039543,10,13,5,3,4,75
3.891989,3.051582,10,13,5,6,7,78
2.90497,3.139288,10,13,5,7,8,81
2.111026,0.005687,10,13,5,8,9,84
1.689321,3.003362,10,13,5,9,10,87
2.403903,3.083948,10,13,5,10,11,90
4.047378,3.106395,10,13,5,11,12,93
4.190099,-0.006087,10,13,5,14,15,96
2.170633,-0.128228,10,13,5,15,16,99
1.833969,-0.085419,10,13,5,16,1,102
2.434824,-0.001403,10,14,6,1,2,105
2.054647,-0.052649,10,14,6,2,3,108
2.545465,-0.042446,10,14,6,3,4,111
3.754775,-0.044018,10,14,6,4,5,114
4.281567,3.129968,10,14,6,7,8,117
2.471377,-3.131167,10,14,6,8,9,120
1.682788,3.014761,10,14,6,9,10,123
1.994584,3.08061,10,14,6,10,11,126
2.459274,3.098738,10,14,6,11,12,129
5.093158,3.026486,10,14,6,12,13,132
3.58905,-0.092591,10,14,6,15,16,135
2.224078,-0.080564,10,14,6,16,1,138
2.86662,-0.005637,10,15,7,1,2,141
2.03623,-0.055249,10,15,7,2,3,144
2.116768,-0.044739,10,15,7,3,4,147
2.288895,-0.043627,10,15,7,4,5,150
3.868679,-0.02511,10,15,7,5,6,153
3.950009,3.121477,10,15,7,8,9,156
2.112799,3.034417,10,15,7,9,10,159
1.996147,3.080781,10,15,7,10,11,162
2.051001,3.098959,10,15,7,11,12,165
3.660009,2.964071,10,15,7,12,13,168
3.91956,3.108644,10,15,7,13,14,171
3.728516,-0.057564,10,15,7,16,1,174
4.412456,-0.0143,10,16,8,1,2,177
2.378505,-0.051627,10,16,8,2,3,180
2.11509,-0.044707,10,16,8,3,4,183
1.892179,-0.030328,10,16,8,4,5,186
2.5302,-0.018365,10,16,8,5,6,189
4.548687,-0.021418,10,16,8,6,7,192
3.800821,3.055312,10,16,8,9,10,195
2.449965,3.080271,10,16,8,10,11,198
2.074724,3.091722,10,16,8,11,12,201
3.260019,2.941189,10,16,8,12,13,204
2.479488,3.100967,10,16,8,13,14,207
3.616318,3.063674,10,16,8,14,15,210
