BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
2.53846,-0.050177,10,5,13,10,11,191
4.204221,-0.044918,10,5,13,11,12,195
3.32902,3.092174,10,5,13,14,15,198
3.424645,3.139521,10,5,13,15,16,201
1.919025,3.12902,10,5,13,16,1,204
1.080439,3.042228,10,6,14,1,2,207
3.038291,3.096962,10,6,14,2,3,210
5.412413,3.103689,10,6,14,3,4,213
3.28944,3.105435,10,6,14,4,5,216
3.201052,-0.073403,10,6,14,7,8,219
2.623761,-0.036043,10,6,14,8,9,221
2.792301,-0.024955,10,6,14,9,10,225
2.164886,-0.041822,10,6,14,10,11,228
2.582112,-0.035017,10,6,14,11,12,231
3.997334,-0.037018,10,6,14,12,13,234
5.087763,3.123993,10,6,14,15,16,237
2.250434,3.116154,10,6,14,16,1,240
1.37158,3.042076,10,7,15,1,2,243
2.662779,3.088924,10,7,15,2,3,246
4.663896,3.104634,10,7,15,3,4,249
2.123267,3.100971,10,7,15,4,5,251
3.414307,3.103082,10,7,15,5,6,255
3.997625,-0.036959,10,7,15,8,9,2
3.127435,-0.019561,10,7,15,9,10,5
2.164915,-0.04169,10,7,15,10,11,8
2.164915,-0.04169,10,7,15,11,12,11
2.582146,-0.034885,10,7,15,12,13,14
4.329256,-0.041676,10,7,15,13,14,17
3.663034,3.099045,10,7,15,16,1,20
2.702196,3.072994,10,8,16,1,2,23
2.913041,3.099329,10,8,16,2,3,25
4.745917,3.103561,10,8,16,3,4,29
1.915606,3.107353,10,8,16,4,5,32
1.998429,3.10472,10,8,16,5,6,35
2.826629,3.071711,10,8,16,6,7,38
4.748676,-0.029231,10,8,16,9,10,41
2.54,-0.033805,10,8,16,10,11,44
2.205681,-0.042742,10,8,16,11,12,47
2.208258,-0.024016,10,8,16,12,13,50
2.833579,-0.025974,10,8,16,13,14,53
4.207435,-0.030175,10,8,16,14,15,55
4.160835,3.092117,10,9,1,2,3,59
5.660883,3.100925,10,9,1,3,4,62
2.12255,3.100938,10,9,1,4,5,65
1.666871,3.117022,10,9,1,5,6,68
1.495982,3.042162,10,9,1,6,7,71
4.876015,3.119007,10,9,1,7,8,74
3.872425,-0.034931,10,9,1,10,11,77
2.579121,-0.050936,10,9,1,11,12,80
2.20855,-0.024029,10,9,1,12,13,83
2.457214,-0.031731,10,9,1,13,14,86
2.79158,-0.024862,10,9,1,14,15,89
3.324027,-0.086845,10,9,1,15,16,92
8.992908,3.102467,10,10,2,3,4,94
3.12141,3.095567,10,10,2,4,5,98
1.832934,3.110358,10,10,2,5,6,101
1.163703,3.042215,10,10,2,6,7,104
3.378975,3.128421,10,10,2,7,8,107
3.624141,3.111078,10,10,2,8,9,110
4.246533,-0.040622,10,10,2,11,12,113
2.623796,-0.035911,10,10,2,12,13,116
2.499185,-0.032809,10,10,2,13,14,119
2.540488,-0.033891,10,10,2,14,15,122
1.953931,-0.120658,10,10,2,15,16,124
4.495492,-0.043879,10,10,2,16,1,128
7.297565,-0.03088,10,11,3,1,2,131
6.793536,3.103528,10,11,3,4,5,134
3.127127,3.108817,10,11,3,5,6,137
1.539197,3.042255,10,11,3,6,7,140
3.216403,3.132915,10,11,3,7,8,143
2.335531,3.113563,10,11,3,8,9,146
3.415476,3.09099,10,11,3,9,10,149
3.918324,-0.03566,10,11,3,12,13,152
2.794575,-0.024836,10,11,3,13,14,154
2.460038,-0.031611,10,11,3,14,15,158
1.498373,-0.127121,10,11,3,15,16,161
3.083092,-0.045343,10,11,3,16,1,164
3.669416,-0.019946,10,12,4,1,2,167
7.952904,-0.041803,10,12,4,2,3,170
6.16363,3.102998,10,12,4,5,6,173
2.661098,3.057806,10,12,4,6,7,176
3.672703,3.132935,10,12,4,7,8,179
2.289562,3.09676,10,12,4,8,9,182
2.163334,3.080631,10,12,4,9,10,184
3.998445,3.10468,10,12,4,10,11,188
3.959769,-0.025846,10,12,4,13,14,191
2.41675,-0.030475,10,12,4,14,15,194
0.91823,-0.190051,10,12,4,15,16,196
1.747892,-0.051748,10,12,4,16,1,200
2.836178,-0.011337,10,13,5,1,2,203
4.328111,-0.04165,10,13,5,2,3,206
7.99065,-0.042122,10,13,5,3,4,208
3.76184,3.075426,10,13,5,6,7,212
3.919544,3.12715,10,13,5,7,8,215
2.249853,3.116247,10,13,5,8,9,218
1.746967,3.089897,10,13,5,9,10,220
