BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER,FREQUENCY KHZ
3.838165,-0.004912,1,1,9,2,3,144,1
2.954599,-0.018672,1,1,9,3,4,154,1
0.838582,0.006263,1,1,9,4,5,164,1
0.855832,0.006749,1,1,9,5,6,174,1
1.063438,-0.014177,1,1,9,6,7,184,1
1.616786,0.011755,1,1,9,7,8,194,1
1.652762,-3.135988,1,1,9,10,11,204,1
1.122341,3.130247,1,1,9,11,12,214,1
0.945653,3.120422,1,1,9,12,13,224,1
1.063396,3.127303,1,1,9,13,14,234,1
1.506788,3.124093,1,1,9,14,15,244,1
2.87041,1.876796,1,1,9,15,16,254,1
4.473254,-0.015529,1,2,10,3,4,8,1
1.476043,0.001179,1,2,10,4,5,18,1
1.181353,-0.008708,1,2,10,5,6,28,1
1.181361,-0.00866,1,2,10,6,7,38,1
1.032873,0.01268,1,2,10,7,8,48,1
1.624871,-0.013239,1,2,10,8,9,58,1
1.588325,-0.635365,1,2,10,11,12,68,1
0.886922,3.116231,1,2,10,12,13,78,1
0.738055,-3.140299,1,2,10,13,14,88,1
1.032807,-1.878286,1,2,10,14,15,98,1
1.565929,3.126293,1,2,10,15,16,108,1
4.088675,3.127956,1,2,10,16,1,118,1
3.986272,3.131035,1,3,11,1,2,128,1
2.066093,-0.00097,1,3,11,4,5,138,1
1.453212,-0.015582,1,3,11,5,6,148,1
1.180994,-0.008683,1,3,11,6,7,158,1
0.91457,0.009009,1,3,11,7,8,168,1
1.174899,-0.003788,1,3,11,8,9,178,1
1.800978,-0.007883,1,3,11,9,10,188,1
1.416695,3.14118,1,3,11,12,13,198,1
0.737818,-3.140294,1,3,11,13,14,208,1
0.768968,3.10607,1,3,11,14,15,218,1
0.945442,3.12045,1,3,11,15,16,228,1
2.126432,3.127351,1,3,11,16,1,238,1
2.53838,3.136329,1,4,12,1,2,248,1
1.949527,3.122358,1,4,12,2,3,2,1
2.095302,-0.000985,1,4,12,5,6,12,1
1.298642,-0.004172,1,4,12,6,7,22,1
0.914511,0.008988,1,4,12,7,8,32,1
0.991877,-0.006129,1,4,12,8,9,42,1
1.204132,-0.002652,1,4,12,9,10,52,1
1.741862,-0.00956,1,4,12,10,11,62,1
1.416496,3.141155,1,4,12,13,14,72,1
0.827658,3.111502,1,4,12,14,15,82,1
0.796588,-3.137363,1,4,12,15,16,92,1
1.565193,3.126264,1,4,12,16,1,102,1
2.184722,3.128847,1,5,13,1,2,112,1
1.357327,3.139481,1,5,13,2,3,122,1
2.643078,-0.609274,1,5,13,3,4,132,1
1.859337,-0.006262,1,5,13,6,7,142,1
1.032207,0.012747,1,5,13,7,8,152,1
0.973274,0.011018,1,5,13,8,9,162,1
1.062844,-0.014169,1,5,13,9,10,172,1
1.091112,0.014319,1,5,13,10,11,182,1
1.741491,-0.009484,1,5,13,11,12,192,1
1.447149,3.121802,1,5,13,14,15,202,1
0.886325,3.116327,1,5,13,15,16,212,1
1.44719,3.121765,1,5,13,16,1,222,1
2.154321,0.628283,1,6,14,1,2,232,1
1.262479,0.631682,1,6,14,2,3,242,1
1.050201,3.066192,1,6,14,3,4,252,1
1.239712,3.13527,1,6,14,4,5,6,1
1.769923,0.007966,1,6,14,7,8,16,1
1.121841,-0.011278,1,6,14,8,9,26,1
1.050775,-0.003445,1,6,14,9,10,36,1
0.855566,0.006746,1,6,14,10,11,46,1
1.239607,-0.00624,1,6,14,11,12,56,1
1.741728,-0.009488,1,6,14,12,13,66,1
1.4642,-0.635438,1,6,14,15,16,76,1
1.475385,0.616992,1,6,14,16,1,86,1
2.479241,3.135267,1,7,15,1,2,96,1
1.469696,-3.136361,1,7,15,2,3,106,1
1.075161,-0.560129,1,7,15,3,4,116,1
0.619815,3.135257,1,7,15,4,5,126,1
1.416306,3.141216,1,7,15,5,6,136,1
1.682651,-0.011328,1,7,15,8,9,146,1
1.204567,-0.007251,1,7,15,9,10,156,1
0.914362,0.009036,1,7,15,10,11,166,1
1.091185,0.014199,1,7,15,11,12,176,1
1.180738,-0.008682,1,7,15,12,13,186,1
1.859428,-0.006298,1,7,15,13,14,196,1
1.924529,3.133856,1,7,15,16,1,206,1
3.809234,3.128608,1,8,16,1,2,216,1
2.09534,3.140507,1,8,16,2,3,226,1
1.308863,3.03059,1,8,16,3,4,236,1
0.561013,3.130208,1,8,16,4,5,246,1
0.796672,-3.137396,1,8,16,5,6,0,1
1.506435,3.124055,1,8,16,6,7,10,1
1.823279,0.005506,1,8,16,9,10,20,1
1.121957,-0.011359,1,8,16,10,11,30,1
1.122002,-0.011358,1,8,16,11,12,40,1
1.038577,0.007238,1,8,16,12,13,50,1
1.388723,-0.018386,1,8,16,13,14,60,1
2.054516,-0.007592,1,8,16,14,15,70,1
3.766976,3.132697,1,9,1,2,3,80,1
2.818782,3.117885,1,9,1,3,4,90,1
0.768845,-0.617814,1,9,1,4,5,100,1
0.855546,-3.134735,1,9,1,5,6,110,1
1.050783,0.624836,1,9,1,6,7,120,1
1.593187,-3.137344,1,9,1,7,8,130,1
1.711094,0.006811,1,9,1,10,11,140,1
1.239702,-0.006323,1,9,1,11,12,150,1
1.004192,-0.011737,1,9,1,12,13,160,1
1.239737,-0.006331,1,9,1,13,14,170,1
1.506203,-0.01742,1,9,1,14,15,180,1
3.009662,0.002084,1,9,1,15,16,190,1
4.471842,3.12342,1,10,2,3,4,200,1
1.411114,3.136694,1,10,2,4,5,210,1
1.18103,3.132864,1,10,2,5,6,220,1
1.063248,3.127315,1,10,2,6,7,230,1
0.973618,-3.130563,1,10,2,7,8,240,1
1.624312,3.12835,1,10,2,8,9,250,1
1.652446,0.005541,1,10,2,11,12,4,1
0.96796,0.004504,1,10,2,12,13,14,1
0.985898,-0.000441,1,10,2,13,14,24,1
1.063207,-0.014212,1,10,2,14,15,34,1
1.624301,-0.013233,1,10,2,15,16,44,1
4.157528,-0.009887,1,10,2,16,1,54,1
4.043782,-0.009779,1,11,3,1,2,64,1
2.013711,3.127226,1,11,3,4,5,74,1
1.388327,3.119206,1,11,3,5,6,84,1
1.062917,3.127322,1,11,3,6,7,94,1
0.886311,3.116259,1,11,3,7,8,104,1
1.099064,1.861736,1,11,3,8,9,114,1
1.800366,3.133725,1,11,3,9,10,124,1
1.475051,0.001283,1,11,3,12,13,134,1
0.973183,0.010919,1,11,3,13,14,144,1
0.886296,-0.025222,1,11,3,14,15,154,1
1.062837,-0.014181,1,11,3,15,16,164,1
2.184386,-0.012667,1,11,3,16,1,174,1
2.655239,-0.003178,1,12,4,1,2,184,1
2.035636,-0.002259,1,12,4,2,3,194,1
1.976782,3.138104,1,12,4,5,6,204,1
1.180417,3.132862,1,12,4,6,7,214,1
0.855283,-3.134832,1,12,4,7,8,224,1
0.945076,3.120386,1,12,4,8,9,234,1
1.12161,3.130249,1,12,4,9,10,244,1
1.682334,3.130229,1,12,4,10,11,254,1
1.533846,0.002797,1,12,4,13,14,8,1
1.00389,-0.017498,1,12,4,14,15,18,1
0.914199,0.009001,1,12,4,15,16,28,1
1.640386,-0.001986,1,12,4,16,1,38,1
2.265341,-0.000314,1,13,5,1,2,48,1
1.415754,-0.000308,1,13,5,2,3,58,1
2.866061,-0.030693,1,13,5,3,4,68,1
1.858658,3.135316,1,13,5,6,7,78,1
0.972956,-3.130506,1,13,5,7,8,88,1
0.914024,-3.132449,1,13,5,8,9,98,1
1.003716,3.124182,1,13,5,9,10,108,1
1.050265,0.624901,1,13,5,10,11,118,1
1.704604,1.877265,1,13,5,11,12,128,1
1.474618,0.001327,1,13,5,14,15,138,1
1.00367,-0.017422,1,13,5,15,16,148,1
1.480863,-0.002483,1,13,5,16,1,158,1
2.211992,0.001508,1,14,6,1,2,168,1
1.356997,-0.002102,1,14,6,2,3,178,1
1.359574,-0.059729,1,14,6,3,4,188,1
1.357047,-0.002111,1,14,6,4,5,198,1
1.682332,3.130294,1,14,6,7,8,208,1
1.062673,3.127378,1,14,6,8,9,218,1
1.003842,3.124112,1,14,6,9,10,228,1
0.855241,-3.134778,1,14,6,10,11,238,1
1.12728,3.125346,1,14,6,11,12,248,1
1.682364,3.130295,1,14,6,12,13,2,1
1.505793,-0.009896,1,14,6,15,16,12,1
1.540016,-0.000842,1,14,6,16,1,22,1
2.596303,-0.004167,1,15,7,1,2,32,1
1.505778,-0.017452,1,15,7,2,3,42,1
1.179983,0.003639,1,15,7,3,4,52,1
0.796339,0.004246,1,15,7,4,5,62,1
1.511425,-0.013361,1,15,7,5,6,72,1
1.623534,3.128341,1,15,7,8,9,82,1
1.152249,3.120627,1,15,7,9,10,92,1
