BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER,FREQUENCY KHZ
2.002818,-0.014643,1,1,9,2,3,153,1
1.240158,-0.006317,1,1,9,3,4,163,1
1.032722,0.012629,1,1,9,4,5,173,1
1.181286,-0.00862,1,1,9,5,6,183,1
1.209598,0.016778,1,1,9,6,7,193,1
1.860169,-0.006338,1,1,9,7,8,203,1
1.683418,3.130227,1,1,9,10,11,213,1
2.438186,3.099671,1,1,9,11,12,223,1
1.044971,-0.626365,1,1,9,12,13,233,1
1.093603,0.61026,1,1,9,13,14,243,1
1.240156,3.135266,1,1,9,14,15,253,1
1.801302,3.133708,1,1,9,15,16,7,1
2.03463,0.111668,1,2,10,3,4,17,1
1.12245,-0.011388,1,2,10,4,5,27,1
1.181343,-0.008736,1,2,10,5,6,37,1
1.091754,0.014202,1,2,10,6,7,47,1
1.358106,-0.002239,1,2,10,7,8,57,1
1.742526,-0.009554,1,2,10,8,9,67,1
3.115027,3.120294,1,2,10,11,12,77,1
1.162995,-0.622433,1,2,10,12,13,87,1
1.122449,3.130187,1,2,10,13,14,97,1
1.122397,3.130212,1,2,10,14,15,107,1
1.240251,3.13525,1,2,10,15,16,117,1
1.742587,3.132012,1,2,10,16,1,127,1
1.843094,3.131334,1,3,11,1,2,137,1
1.652807,0.005522,1,3,11,4,5,147,1
1.299146,-0.004155,1,3,11,5,6,157,1
1.122459,-0.01124,1,3,11,6,7,167,1
1.240178,-0.006241,1,3,11,7,8,177,1
1.299109,-0.004166,1,3,11,8,9,187,1
2.126852,-0.014214,1,3,11,9,10,197,1
1.683508,3.130295,1,3,11,12,13,207,1
1.211304,3.109848,1,3,11,13,14,217,1
1.122382,3.130268,1,3,11,14,15,227,1
1.12236,3.130276,1,3,11,15,16,237,1
1.181259,3.132828,1,3,11,16,1,247,1
1.240208,3.13522,1,4,12,1,2,1,1
1.919306,3.136675,1,4,12,2,3,11,1
1.953684,0.00232,1,4,12,5,6,21,1
1.299073,-0.004195,1,4,12,6,7,31,1
1.234016,-0.001716,1,4,12,7,8,41,1
1.181296,-0.00871,1,4,12,8,9,51,1
1.565768,-0.015304,1,4,12,9,10,61,1
1.742456,-0.009574,1,4,12,10,11,71,1
