Frequency,Magnitude,Phase
1,144.01852839817477,-1.4116455298991677
2,66.52518195745797,-1.5770091767636512
4,26.689727355968614,-1.5356056480964693
7,13.49135703704424,-1.2099155172492222
10,10.491252452664012,-0.8943809583805148
20,9.385488042175409,-0.4651091448491038
40,9.376081614301826,-0.3512121345753088
70,9.087479201916508,-0.4012008996655123
100,8.783810223795529,-0.4750762014122322
200,7.2989555939591115,-0.7452905748512787
