BIOZ1_TOMO,EXC_FREQ_KHZ,GND_OUTPUT,EXC_OUTPUT,SENSE_OUTPUT,PACKET_NUMBER
56.52219805786739,10,8,12,14,242
54.81622262616627,10,8,12,15,246
53.651276234757745,10,8,12,16,250
51.89601934241882,10,8,13,1,2
51.8694810740435,10,8,13,2,6
51.57828914920381,10,8,13,3,10
50.3995130321738,10,8,13,4,14
43.51797142253899,10,8,13,5,18
42.869240679532695,10,8,13,6,22
38.71650564125082,10,8,13,7,26
41.13487967238889,10,8,13,9,30
48.61270704862701,10,8,13,10,34
53.299480476689375,10,8,13,11,38
59.99633699764843,10,8,13,12,42
101.19926497049379,10,8,13,13,46
62.524870478072806,10,8,13,14,50
58.8848012871163,10,8,13,15,54
57.07174004645424,10,8,13,16,58
54.13469822540164,10,8,14,1,66
53.892718770221165,10,8,14,2,70
53.5087580225253,10,8,14,3,74
52.14885300767523,10,8,14,4,78
43.96324586760112,10,8,14,5,82
43.18346928663796,10,8,14,6,86
38.89422041547774,10,8,14,7,90
40.83912565400846,10,8,14,9,94
47.92221899877198,10,8,14,10,98
51.9107542202551,10,8,14,11,102
56.51461935459306,10,8,14,12,106
62.535154070251444,10,8,14,13,110
103.22524674970016,10,8,14,14,114
65.0995800194261,10,8,14,15,118
61.3080980323492,10,8,14,16,122
56.67934995301813,10,8,15,1,130
56.09265164716156,10,8,15,2,134
55.579715309568904,10,8,15,3,138
54.13654849663166,10,8,15,4,142
44.323299436688856,10,8,15,5,146
43.40994746465823,10,8,15,6,150
38.986815568181214,10,8,15,7,154
40.68091704061466,10,8,15,9,158
47.50154591024489,10,8,15,10,162
51.10715059519284,10,8,15,11,166
55.01066811432413,10,8,15,12,170
59.06271108766373,10,8,15,13,174
65.2272078245037,10,8,15,14,178
106.15567016246005,10,8,15,15,182
68.09920774176213,10,8,15,16,186
60.693299310560555,10,8,16,1,194
58.95830230252559,10,8,16,2,198
58.18124526023187,10,8,16,3,202
56.574519007028414,10,8,16,4,206
44.692297460444024,10,8,16,5,210
43.61673849392625,10,8,16,6,214
39.04806176350602,10,8,16,7,218
40.48956113153209,10,8,16,9,222
47.22305550806903,10,8,16,10,226
50.469595318672845,10,8,16,11,230
54.25916924506609,10,8,16,12,234
57.661206053363706,10,8,16,13,238
61.94154266892191,10,8,16,14,242
68.55987706036352,10,8,16,15,246
110.6275120069476,10,8,16,16,250
40.15921508222139,10,9,10,1,2
40.08164016307899,10,9,10,2,6
40.38389962002811,10,9,10,3,10
39.82838826798642,10,9,10,4,14
38.361176996834715,10,9,10,5,18
38.04463709447179,10,9,10,6,22
37.35750759306495,10,9,10,7,26
35.08609637977193,10,9,10,8,30
80.83521922644425,10,9,10,10,34
45.54716217122699,10,9,10,11,38
42.66729297544062,10,9,10,12,42
42.25818679941973,10,9,10,13,46
41.478432593558125,10,9,10,14,50
41.90160099232813,10,9,10,15,54
41.10624546030768,10,9,10,16,58
44.93040713159794,10,9,11,1,66
44.745192239093925,10,9,11,2,70
45.03643461986284,10,9,11,3,74
44.308902115810035,10,9,11,4,78
41.664424997797546,10,9,11,5,82
41.13552990071344,10,9,11,6,86
40.09115213780105,10,9,11,7,90
37.07940032984675,10,9,11,8,94
44.916805244824296,10,9,11,10,98
90.67826546486249,10,9,11,11,102
51.61782344140489,10,9,11,12,106
49.267010067883376,10,9,11,13,110
47.66712735833724,10,9,11,14,114
47.733377104275846,10,9,11,15,118
46.714241794585476,10,9,11,16,122
47.92463727962221,10,9,12,1,130
47.63433197697936,10,9,12,2,134
47.92154296286905,10,9,12,3,138
47.04220852217056,10,9,12,4,142
43.1598418489145,10,9,12,5,146
42.501238909049626,10,9,12,6,150
41.19182117121663,10,9,12,7,154
37.780146302350424,10,9,12,8,158
42.62294886346655,10,9,12,10,162
52.220228086501486,10,9,12,11,166
94.24234727827755,10,9,12,12,170
56.53631914066258,10,9,12,13,174
53.02822665150202,10,9,12,14,178
52.14419942547914,10,9,12,15,182
50.78110122096638,10,9,12,16,186
50.39296689283268,10,9,13,1,194
49.928890878242946,10,9,13,2,198
50.140705999792715,10,9,13,3,202
49.14900286831967,10,9,13,4,206
44.09389319417215,10,9,13,5,210
43.29988811184666,10,9,13,6,214
41.81787943376114,10,9,13,7,218
38.149699289806925,10,9,13,8,222
41.85409883572491,10,9,13,10,226
49.422879039283366,10,9,13,11,230
56.02700349554291,10,9,13,12,234
98.08043482340626,10,9,13,13,238
59.55180282291241,10,9,13,14,242
56.479723344061966,10,9,13,15,246
54.601949143839086,10,9,13,16,250
52.87974427354799,10,9,14,1,2
52.16409679402095,10,9,14,2,6
52.300692554290194,10,9,14,3,10
51.19783071991184,10,9,14,4,14
44.80471498101373,10,9,14,5,18
43.88101457232257,10,9,14,6,22
42.25362121916093,10,9,14,7,26
38.374993593849695,10,9,14,8,30
41.4296368181108,10,9,14,10,34
48.35524898826547,10,9,14,11,38
52.77348069218851,10,9,14,12,42
59.71079158063783,10,9,14,13,46
100.59549694191846,10,9,14,14,50
62.94001731436302,10,9,14,15,54
59.195210441066784,10,9,14,16,58
55.65465558863741,10,9,15,1,66
54.62198094187053,10,9,15,2,70
54.6348678318056,10,9,15,3,74
53.36038255656894,10,9,15,4,78
45.39225216358835,10,9,15,5,82
44.33370590211808,10,9,15,6,86
42.58238038055168,10,9,15,7,90
38.613255240433126,10,9,15,8,94
41.23732898290232,10,9,15,10,98
47.78988392184038,10,9,15,11,102
51.56093591401487,10,9,15,12,106
56.50348370306224,10,9,15,13,110
62.76854789137106,10,9,15,14,114
104.09524304595674,10,9,15,15,118
66.14582545967887,10,9,15,16,122
59.788115055665585,10,9,16,1,130
57.62037141173939,10,9,16,2,134
57.46070228371404,10,9,16,3,138
56.01421223712215,10,9,16,4,142
45.93482764730533,10,9,16,5,146
44.698982855868095,10,9,16,6,150
42.87087288842929,10,9,16,7,154
38.76708189691111,10,9,16,8,158
41.12496396129495,10,9,16,10,162
47.467970564236346,10,9,16,11,166
50.94339456267228,10,9,16,12,170
55.31298339448921,10,9,16,13,174
59.71132281702874,10,9,16,14,178
66.84033081226498,10,9,16,15,182
108.79930739346555,10,9,16,16,186
40.81112999951279,10,10,11,1,194
41.08880437264323,10,10,11,2,198
41.2363357893031,10,10,11,3,202
40.49581891744029,10,10,11,4,206
39.27815087944914,10,10,11,5,210
39.753522480206335,10,10,11,6,214
38.70873767943146,10,10,11,7,218
38.64454787352406,10,10,11,8,222
35.98737558191107,10,10,11,9,226
81.75334880676088,10,10,11,11,230
45.63193696202877,10,10,11,12,234
43.59835153132247,10,10,11,13,238
42.884857304852716,10,10,11,14,242
42.249862215229584,10,10,11,15,246
41.70816678216108,10,10,11,16,250
46.027509669674394,10,10,12,1,2
46.25230517051201,10,10,12,2,6
46.317725032014806,10,10,12,3,10
45.43248815981399,10,10,12,4,14
43.064898556937685,10,10,12,5,18
43.33034844322366,10,10,12,6,22
42.10042093520327,10,10,12,7,26
41.62481456479803,10,10,12,8,30
38.212556348955815,10,10,12,9,34
45.419306088721974,10,10,12,11,38
89.94680437031786,10,10,12,12,42
52.9952350633216,10,10,12,13,46
50.14988387158479,10,10,12,14,50
48.92253580206561,10,10,12,15,54
47.93194169010868,10,10,12,16,58
49.14870834402056,10,10,13,1,66
49.25855239254305,10,10,13,2,70
49.214812771171715,10,10,13,3,74
48.209465032364925,10,10,13,4,78
44.6534685075428,10,10,13,5,82
44.79908161455602,10,10,13,6,86
43.377692900318735,10,10,13,7,90
42.636269891916704,10,10,13,8,94
38.88177357656159,10,10,13,9,98
43.248277364562014,10,10,13,11,102
52.88006159115825,10,10,13,12,106
95.20941127313291,10,10,13,13,110
57.202102836964315,10,10,13,14,114
54.01350101499489,10,10,13,15,118
52.44418941332016,10,10,13,16,122
51.95472768936569,10,10,14,1,130
51.87616681104566,10,10,14,2,134
51.71634403259173,10,10,14,3,138
50.631390043795875,10,10,14,4,142
45.71218203261232,10,10,14,5,146
45.72453639713999,10,10,14,6,150
44.17614739043943,10,10,14,7,154
43.27634633794114,10,10,14,8,158
39.23789612608702,10,10,14,9,162
42.509377830393,10,10,14,11,166
50.06143282513675,10,10,14,12,170
57.20963150704054,10,10,14,13,174
98.52489517995632,10,10,14,14,178
60.88005762929892,10,10,14,15,182
57.34777658696887,10,10,14,16,186
54.94522649260633,10,10,15,1,194
54.52229177331841,10,10,15,2,198
54.23083531998795,10,10,15,3,202
53.01306808996191,10,10,15,4,206
46.50814740973631,10,10,15,5,210
46.44557557412328,10,10,15,6,214
44.76338594356736,10,10,15,7,218
43.71742904728429,10,10,15,8,222
39.56013912463201,10,10,15,9,226
42.19306406809049,10,10,15,11,230
49.0498145008871,10,10,15,12,234
54.23138482213233,10,10,15,13,238
61.03820525001613,10,10,15,14,242
102.53170256989128,10,10,15,15,246
64.65544295552196,10,10,15,16,250
59.21531537950638,10,10,16,1,2
57.78791976572026,10,10,16,2,6
57.228557937823645,10,10,16,3,10
55.877790810145584,10,10,16,4,14
47.23759437880088,10,10,16,5,18
46.99089230468721,10,10,16,6,22
45.229819372874545,10,10,16,7,26
44.060345945831614,10,10,16,8,30
39.765630617785696,10,10,16,9,34
41.96990684206857,10,10,16,11,38
48.604884519782146,10,10,16,12,42
53.17483320345195,10,10,16,13,46
58.10756438375957,10,10,16,14,50
65.21090555506335,10,10,16,15,54
107.57027692980844,10,10,16,16,58
41.977491541389185,10,11,12,1,66
41.86803927953443,10,11,12,2,70
42.360611885324325,10,11,12,3,74
41.6568082033365,10,11,12,4,78
40.45696124834702,10,11,12,5,82
40.308838566928586,10,11,12,6,86
40.060594319850296,10,11,12,7,90
39.66166948722706,10,11,12,8,94
39.59647017455115,10,11,12,9,98
36.63651865685792,10,11,12,10,102
81.60214253144186,10,11,12,12,106
46.754983711307155,10,11,12,13,110
44.4439740290636,10,11,12,14,114
44.07440911717375,10,11,12,15,118
43.056576674602255,10,11,12,16,122
47.25021115354409,10,11,13,1,130
47.00184301210153,10,11,13,2,134
47.50179226750393,10,11,13,3,138
46.62864394286416,10,11,13,4,142
44.23135950293934,10,11,13,5,146
44.01093905527971,10,11,13,6,150
43.5737842406599,10,11,13,7,154
43.11108995000466,10,11,13,8,158
