BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
2.721268,3.138586,1,13,5,9,10,150
2.553595,-3.141199,1,13,5,10,11,152
4.147916,3.141298,1,13,5,11,12,156
3.895955,-0.004083,1,13,5,14,15,160
2.748216,0.006842,1,13,5,15,16,164
2.553811,0.000299,1,14,6,1,2,168
2.43888,0.003154,1,14,6,2,3,172
2.857826,0.004625,1,14,6,3,4,176
3.835817,-0.002976,1,14,6,4,5,180
4.145732,3.141506,1,14,6,7,8,184
2.773258,3.13791,1,14,6,8,9,188
2.717978,3.138891,1,14,6,9,10,192
2.184893,3.138779,1,14,6,10,11,196
2.688913,-3.133008,1,14,6,11,12,200
4.032613,-3.139985,1,14,6,12,13,204
4.090797,0.000684,1,14,6,15,16,208
2.827004,-0.003744,1,15,7,1,2,212
2.436039,0.003979,1,15,7,2,3,216
2.521912,0.01304,1,15,7,3,4,220
2.492384,0.002456,1,15,7,4,5,224
4.06073,-0.005629,1,15,7,5,6,228
4.146338,-3.141463,1,15,7,8,9,232
3.025413,-3.139957,1,15,7,9,10,236
2.214933,-3.132315,1,15,7,10,11,240
2.408764,3.134147,1,15,7,11,12,244
2.802262,-3.135621,1,15,7,12,13,248
4.086127,-3.140489,1,15,7,13,14,252
4.196266,-0.000245,1,16,8,1,2,0
2.745711,0.007385,1,16,8,2,3,4
2.523121,0.01279,1,16,8,3,4,8
2.183065,-0.002545,1,16,8,4,5,12
2.746317,0.007328,1,16,8,5,6,16
4.033163,0.001646,1,16,8,6,7,20
4.535033,3.137092,1,16,8,9,10,24
2.547296,-3.140438,1,16,8,10,11,28
2.43676,-3.137943,1,16,8,11,12,32
2.437298,-3.138,1,16,8,12,13,36
2.744239,-3.134179,1,16,8,13,14,40
4.148914,-3.141587,1,16,8,14,15,44
4.091641,0.000359,1,1,9,2,3,48
2.802841,0.005646,1,1,9,3,4,52
2.186805,-0.00322,1,1,9,4,5,56
2.494504,0.001603,1,1,9,5,6,60
2.746858,0.006824,1,1,9,6,7,64
4.207884,-0.001336,1,1,9,7,8,68
3.815978,-3.13745,1,1,9,10,11,72
2.716993,3.138821,1,1,9,11,12,76
2.466594,-3.127637,1,1,9,12,13,80
2.49298,-3.139687,1,1,9,13,14,84
2.748448,-3.134845,1,1,9,14,15,88
4.29338,-3.137366,1,1,9,15,16,92
4.201613,-0.000716,1,2,10,3,4,96
2.525449,0.012426,1,2,10,4,5,100
2.524545,0.012446,1,2,10,5,6,104
2.410885,-0.007763,1,2,10,6,7,108
2.773285,-0.003504,1,2,10,7,8,112
3.838923,-0.00293,1,2,10,8,9,116
4.261285,3.140128,1,2,10,11,12,120
2.857598,-3.136784,1,2,10,12,13,124
2.492911,-3.139372,1,2,10,13,14,128
2.439995,-3.138284,1,2,10,14,15,132
2.859749,-3.136959,1,2,10,15,16,136
4.34667,3.132416,1,3,11,1,2,140
3.868284,-0.010748,1,3,11,4,5,144
2.860503,0.004529,1,3,11,5,6,148
2.437596,0.003362,1,3,11,6,7,152
2.49642,0.001696,1,3,11,7,8,156
2.637316,0.009554,1,3,11,8,9,160
4.402735,0.002989,1,3,11,9,10,164
4.03886,-3.140382,1,3,11,12,13,168
