BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
4.372109,-0.002932,1,2,10,3,4,156
2.298804,-0.005405,1,2,10,4,5,160
2.159065,0.010736,1,2,10,5,6,164
2.24248,-0.004089,1,2,10,6,7,168
2.580753,0.01104,1,2,10,7,8,172
3.980483,0.002203,1,2,10,8,9,176
3.750212,3.132453,1,2,10,11,12,180
2.184215,3.13884,1,2,10,12,13,184
2.214433,-3.132347,1,2,10,13,14,188
3.451048,-3.139046,1,2,10,14,15,192
3.672538,3.140887,1,2,10,15,16,196
3.754854,3.132117,1,3,11,1,2,200
3.643168,-0.008058,1,3,11,4,5,204
2.580267,0.010871,1,3,11,5,6,208
2.242458,-0.004268,1,3,11,6,7,212
2.218847,0.008733,1,3,11,7,8,216
2.663854,-0.00179,1,3,11,8,9,220
4.20272,-0.00082,1,3,11,9,10,224
3.504935,-3.139967,1,3,11,12,13,228
2.383326,-3.137053,1,3,11,13,14,232
3.250395,3.139069,1,3,11,14,15,236
3.332657,-3.136854,1,3,11,15,16,240
2.271329,-3.134423,1,4,12,1,2,244
3.642138,3.133281,1,4,12,2,3,248
4.287826,0.004342,1,4,12,5,6,252
2.691379,0.008132,1,4,12,6,7,0
2.270624,0.007232,1,4,12,7,8,4
2.327727,0.005721,1,4,12,8,9,8
2.549499,0.000571,1,4,12,9,10,12
3.92122,0.002828,1,4,12,10,11,16
3.700842,-3.135536,1,4,12,13,14,20
3.56161,-3.140992,1,4,12,14,15,24
3.479262,-3.13167,1,4,12,15,16,28
2.018346,-3.140353,1,5,13,1,2,32
2.214901,-3.132583,1,5,13,2,3,36
4.145166,3.141468,1,5,13,3,4,40
4.147916,-0.000295,1,5,13,6,7,44
2.579235,0.010938,1,5,13,7,8,48
2.325167,0.006094,1,5,13,8,9,52
2.214797,0.008967,1,5,13,9,10,56
2.547487,0.000882,1,5,13,10,11,60
