BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER,FREQUENCY KHZ
0.921451,3.072138,4,13,5,8,9,29,4
0.882101,3.057295,4,13,5,9,10,32,4
0.909145,3.115589,4,13,5,10,11,35,4
1.738333,3.102561,4,13,5,11,12,38,4
1.847631,0.001514,4,13,5,14,15,41,4
1.201485,0.007124,4,13,5,15,16,44,4
0.979779,0.03851,4,13,5,16,1,47,4
0.989411,-0.002693,4,14,6,1,2,50,4
0.989508,-0.002805,4,14,6,2,3,53,4
1.201288,0.007494,4,14,6,3,4,56,4
1.767061,-0.009824,4,14,6,4,5,59,4
1.69859,3.095326,4,14,6,7,8,62,4
1.092743,3.084413,4,14,6,8,9,65,4
0.869264,3.102659,4,14,6,9,10,68,4
0.697918,3.091118,4,14,6,10,11,71,4
1.00081,3.098594,4,14,6,11,12,74,4
1.646921,3.112279,4,14,6,12,13,77,4
1.928428,0.012424,4,14,6,15,16,80,4
1.15149,0.033935,4,14,6,16,1,83,4
1.161044,-0.000974,4,15,7,1,2,86,4
0.939144,0.029094,4,15,7,2,3,89,4
0.979873,0.038673,4,15,7,3,4,92,4
0.939249,0.029192,4,15,7,4,5,95,4
1.888027,0.008497,4,15,7,5,6,98,4
1.686971,3.119626,4,15,7,8,9,101,4
1.092704,3.084816,4,15,7,9,10,104,4
0.737735,3.108356,4,15,7,10,11,107,4
